Gene stable ID,Gene name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene type,Gene name 115
ENSGALG00010006921,,1,88286404,88301001,lncRNA,
ENSGALG00010006922,SMYD3,3,33626837,33991243,protein_coding,SMYD3
ENSGALG00010006923,,Z,63736559,63741871,protein_coding,
ENSGALG00010006924,,1,88350641,88358643,lncRNA,
ENSGALG00010006925,,3,42563454,42611787,lncRNA,
ENSGALG00010006926,ID4,2,59459266,59461910,protein_coding,ID4
ENSGALG00010006927,UCN3,1,1751070,1756067,protein_coding,UCN3
ENSGALG00010006928,,1,88409056,88418096,lncRNA,
ENSGALG00010006929,,5,32751658,32798873,lncRNA,
ENSGALG00010006930,,1,88527611,88560483,lncRNA,
ENSGALG00010006931,,1,88584368,88588527,lncRNA,
ENSGALG00010006932,,3,43309887,43452344,lncRNA,
ENSGALG00010006933,,5,32831067,32838820,lncRNA,
ENSGALG00010006934,,1,88764563,88765586,lncRNA,
ENSGALG00010006935,,5,33036890,33044766,lncRNA,
ENSGALG00010006936,,3,43429881,43449392,lncRNA,
ENSGALG00010006937,,3,43538340,43549902,lncRNA,
ENSGALG00010006938,,3,43516771,43557422,lncRNA,
ENSGALG00010006939,FBXO31,11,17415082,17436929,protein_coding,FBXO31
ENSGALG00010006940,,5,33178250,33188080,lncRNA,
ENSGALG00010006941,,3,43639062,43655829,lncRNA,
ENSGALG00010006942,ALOX5AP,1,174921125,174930847,protein_coding,ALOX5AP
ENSGALG00010006943,,1,88958216,88987409,lncRNA,
ENSGALG00010006944,MAB21L2,4,32583415,32605529,protein_coding,MAB21L2
ENSGALG00010006945,,3,43587744,43598869,lncRNA,
ENSGALG00010006946,PLPPR1,Z,65828332,65955799,protein_coding,PLPPR1
ENSGALG00010006947,,1,89036736,89037941,lncRNA,
ENSGALG00010006948,,1,1765363,1860279,protein_coding,
ENSGALG00010006949,,1,89605326,89607180,lncRNA,
ENSGALG00010006950,,3,43682856,43738768,lncRNA,
ENSGALG00010006951,,1,89993410,90009096,lncRNA,
ENSGALG00010006952,,1,90086403,90101649,lncRNA,
ENSGALG00010006953,MAP1LC3B,11,17435950,17452502,protein_coding,MAP1LC3B
ENSGALG00010006954,,1,90117609,90129689,lncRNA,
ENSGALG00010006955,HELT,4,38972382,38973703,protein_coding,HELT
ENSGALG00010006956,,1,90863808,90887724,lncRNA,
ENSGALG00010006957,PALM2AKAP2,Z,66431181,66520345,protein_coding,PALM2AKAP2
ENSGALG00010006958,KIF26B,3,34008441,34297651,protein_coding,KIF26B
ENSGALG00010006959,,1,82415199,82440621,lncRNA,
ENSGALG00010006960,,3,43702716,43744659,lncRNA,
ENSGALG00010006961,ZCCHC14,11,17454624,17496990,protein_coding,ZCCHC14
ENSGALG00010006962,,1,81151984,81182865,lncRNA,
ENSGALG00010006963,SLC46A2,Z,66533100,66539063,protein_coding,
ENSGALG00010006964,,1,81194452,81277720,lncRNA,
ENSGALG00010006965,,5,33234824,33253551,lncRNA,
ENSGALG00010006966,PGBD5,3,39993290,40057700,protein_coding,PGBD5
ENSGALG00010006967,,3,43767186,43774731,lncRNA,
ENSGALG00010006968,,5,33259463,33299145,lncRNA,
ENSGALG00010006969,,5,33589048,33595289,lncRNA,
ENSGALG00010006970,,1,82484457,82499394,lncRNA,
ENSGALG00010006971,,5,34224114,34241395,lncRNA,
ENSGALG00010006972,,3,43924836,43935659,lncRNA,
ENSGALG00010006973,,1,82507348,82549248,lncRNA,
ENSGALG00010006974,,3,43924974,43952726,lncRNA,
ENSGALG00010006975,,5,34536683,34539798,lncRNA,
ENSGALG00010006976,,5,34539048,34541169,lncRNA,
ENSGALG00010006977,,5,34579873,34583582,lncRNA,
ENSGALG00010006978,,3,45031080,45036193,lncRNA,
ENSGALG00010006979,CA7,11,10955904,10965440,protein_coding,CA7
ENSGALG00010006980,,5,35191603,35200398,lncRNA,
ENSGALG00010006981,,5,35367371,35369555,lncRNA,
ENSGALG00010006982,,1,82512218,82692726,lncRNA,
ENSGALG00010006983,GTPBP2,3,30548108,30558302,protein_coding,GTPBP2
ENSGALG00010006984,,3,45329224,45338842,lncRNA,
ENSGALG00010006985,,1,82558728,82569734,lncRNA,
ENSGALG00010006986,,5,35478740,35481503,lncRNA,
ENSGALG00010006987,,5,35552165,35555511,lncRNA,
ENSGALG00010006988,USPL1,1,174934378,174950888,protein_coding,USPL1
ENSGALG00010006989,,5,35693649,35694844,lncRNA,
ENSGALG00010006990,,1,82570644,82629078,lncRNA,
ENSGALG00010006991,,3,45345780,45401675,lncRNA,
ENSGALG00010006992,SLC35B4,1,1880144,1894788,protein_coding,SLC35B4
ENSGALG00010006993,,3,45445425,45458810,lncRNA,
ENSGALG00010006994,,5,35733595,35735259,lncRNA,
ENSGALG00010006995,,3,45449887,45462445,lncRNA,
ENSGALG00010006996,,5,35733617,35738514,lncRNA,
ENSGALG00010006997,,3,45536798,45541042,lncRNA,
ENSGALG00010006998,POLH,3,30560110,30568650,protein_coding,POLH
ENSGALG00010006999,,5,36680945,36685307,lncRNA,
ENSGALG00010007000,LRGUK,1,1901224,1950378,protein_coding,LRGUK
ENSGALG00010007001,SNX30,Z,66541423,66615048,protein_coding,SNX30
ENSGALG00010007002,EXOC4,1,1959626,2369574,protein_coding,EXOC4
ENSGALG00010007003,,1,2020997,2022146,protein_coding,
ENSGALG00010007004,,1,2169709,2178494,protein_coding,
ENSGALG00010007005,,1,2183111,2184959,protein_coding,
ENSGALG00010007006,,1,2170664,2171443,protein_coding,
ENSGALG00010007007,ACSL1,4,39007743,39044796,protein_coding,ACSL1
ENSGALG00010007008,,1,83197612,83205657,lncRNA,
ENSGALG00010007009,,3,45967487,46043822,lncRNA,
ENSGALG00010007010,SLC46A2,Z,66553686,66560415,protein_coding,
ENSGALG00010007011,HMGB1,1,174950793,175004160,protein_coding,HMGB1
ENSGALG00010007012,,1,83358784,83427047,lncRNA,
ENSGALG00010007013,,3,46046101,46058925,lncRNA,
ENSGALG00010007014,,1,2195603,2433928,protein_coding,
ENSGALG00010007015,,5,36928863,37048698,lncRNA,
ENSGALG00010007016,,3,46049289,46102137,lncRNA,
ENSGALG00010007017,SRD5A2,3,33415765,33436565,protein_coding,SRD5A2
ENSGALG00010007018,,5,37122326,37127375,lncRNA,
ENSGALG00010007019,,3,46135961,46139715,lncRNA,
ENSGALG00010007020,,5,37498423,37503135,lncRNA,
ENSGALG00010007021,SULT6B1,3,33184670,33192114,protein_coding,SULT6B1
ENSGALG00010007022,,3,46240447,46266360,lncRNA,
ENSGALG00010007023,,5,37580516,37586363,lncRNA,
ENSGALG00010007024,,1,83244449,83331490,lncRNA,
ENSGALG00010007025,,1,2175806,2176239,protein_coding,
ENSGALG00010007026,,5,37583952,37588531,lncRNA,
ENSGALG00010007027,,5,37711055,37713889,lncRNA,
ENSGALG00010007028,KATNAL1,1,175073643,175113469,protein_coding,KATNAL1
ENSGALG00010007029,,1,83296020,83302730,lncRNA,
ENSGALG00010007030,,3,46684337,46728981,lncRNA,
ENSGALG00010007031,,5,37736708,37745409,lncRNA,
ENSGALG00010007032,,1,83177094,83308490,lncRNA,
ENSGALG00010007033,CEBPZOS,3,33194205,33198681,protein_coding,CEBPZOS
ENSGALG00010007034,,3,46721852,46787390,lncRNA,
ENSGALG00010007035,,5,37737652,37739139,lncRNA,
ENSGALG00010007036,,1,2196397,2197176,protein_coding,
ENSGALG00010007037,,1,83183197,83266921,lncRNA,
ENSGALG00010007038,CENPU,4,39046185,39058222,protein_coding,CENPU
ENSGALG00010007039,,1,95785385,95786077,protein_coding,
ENSGALG00010007040,,5,38043148,38055417,lncRNA,
ENSGALG00010007041,NAE1,11,10969583,10997348,protein_coding,NAE1
ENSGALG00010007042,,3,47466156,47491687,lncRNA,
ENSGALG00010007043,,5,38366244,38370893,lncRNA,
ENSGALG00010007044,,1,83191080,83207646,lncRNA,
ENSGALG00010007045,,5,38422422,38425768,lncRNA,
ENSGALG00010007046,,1,101154372,101154621,pseudogene,
ENSGALG00010007047,,5,38428219,38430206,lncRNA,
ENSGALG00010007048,,5,38449017,38456628,lncRNA,
ENSGALG00010007049,,1,100554109,101139722,protein_coding,
ENSGALG00010007050,,5,38492822,38502860,lncRNA,
ENSGALG00010007051,E2F3,2,59145378,59193532,protein_coding,E2F3
ENSGALG00010007052,,3,47652136,47660700,lncRNA,
ENSGALG00010007053,,5,38503890,38505553,lncRNA,
ENSGALG00010007054,,5,38587410,38590338,lncRNA,
ENSGALG00010007055,,3,47660849,47706438,lncRNA,
ENSGALG00010007056,,5,38840065,38846330,lncRNA,
ENSGALG00010007057,,1,83260868,83271454,lncRNA,
ENSGALG00010007058,,3,47673358,47698769,lncRNA,
ENSGALG00010007059,,5,38979785,38980970,lncRNA,
ENSGALG00010007060,,2,59145611,59146214,protein_coding,
ENSGALG00010007061,,5,39043925,39047600,lncRNA,
ENSGALG00010007062,,1,83334524,83378719,lncRNA,
ENSGALG00010007063,,5,39982718,39984217,lncRNA,
ENSGALG00010007064,,5,40014039,40032341,lncRNA,
ENSGALG00010007065,,5,40026628,40040482,lncRNA,
ENSGALG00010007066,INIP,Z,66625613,66637151,protein_coding,INIP
ENSGALG00010007067,CASP3,4,39072603,39084182,protein_coding,CASP3
ENSGALG00010007068,NCAM2,1,100828671,101086888,protein_coding,NCAM2
ENSGALG00010007069,,5,40053029,40056742,lncRNA,
ENSGALG00010007070,UBL3,1,175172665,175230493,protein_coding,UBL3
ENSGALG00010007071,,5,40161534,40163494,lncRNA,
ENSGALG00010007072,,1,83351825,83410654,lncRNA,
ENSGALG00010007073,,3,47681771,47702227,lncRNA,
ENSGALG00010007074,,5,40443568,40445773,lncRNA,
ENSGALG00010007075,,5,40444504,40445776,lncRNA,
ENSGALG00010007076,,5,40512563,40516594,lncRNA,
ENSGALG00010007077,,5,40564237,40566945,lncRNA,
ENSGALG00010007078,,1,2209498,2210277,protein_coding,
ENSGALG00010007079,,3,47958000,47990999,lncRNA,
ENSGALG00010007080,,1,83383722,83420352,lncRNA,
ENSGALG00010007081,,1,84321629,84335239,lncRNA,
ENSGALG00010007082,,5,30707925,30722123,lncRNA,
ENSGALG00010007083,,1,85426776,85465666,lncRNA,
ENSGALG00010007084,,3,48130787,48188833,lncRNA,
ENSGALG00010007085,PRIMPOL,4,39055943,39072577,protein_coding,PRIMPOL
ENSGALG00010007086,,5,31251645,31282928,lncRNA,
ENSGALG00010007087,,1,84759035,84788740,lncRNA,
ENSGALG00010007088,,3,48468441,48476885,lncRNA,
ENSGALG00010007089,,5,31334223,31414250,lncRNA,
ENSGALG00010007090,CEBPZ,3,33195465,33211113,protein_coding,CEBPZ
ENSGALG00010007091,,1,84777826,84781890,lncRNA,
ENSGALG00010007092,DYNC1LI2,11,10998647,11027098,protein_coding,DYNC1LI2
ENSGALG00010007093,,1,84755482,84787436,lncRNA,
ENSGALG00010007094,,3,49233277,49265640,lncRNA,
ENSGALG00010007095,,3,49460975,49474330,lncRNA,
ENSGALG00010007096,,5,31666938,31680729,lncRNA,
ENSGALG00010007097,ZCCHC9,Z,64458381,64465572,protein_coding,ZCCHC9
ENSGALG00010007098,NDUFAF7,3,33211115,33217149,protein_coding,NDUFAF7
ENSGALG00010007099,,1,85374625,85388921,lncRNA,
ENSGALG00010007100,,5,31808278,31862465,lncRNA,
ENSGALG00010007101,,3,49487365,49505814,lncRNA,
ENSGALG00010007102,CMTM3,11,11075339,11085971,protein_coding,CMTM3
ENSGALG00010007103,,5,31849765,31910476,lncRNA,
ENSGALG00010007104,,1,87014903,87380780,lncRNA,
ENSGALG00010007105,,3,49524621,49535513,lncRNA,
ENSGALG00010007106,SLC7A1,1,175272787,175316817,protein_coding,SLC7A1
ENSGALG00010007107,,5,32112825,32216084,lncRNA,
ENSGALG00010007108,MBOAT1,2,59294204,59354904,protein_coding,MBOAT1
ENSGALG00010007109,,1,85892944,85897543,lncRNA,
ENSGALG00010007110,ARL6,1,91403261,91522034,protein_coding,ARL6
ENSGALG00010007111,,3,49611409,49667838,lncRNA,
ENSGALG00010007112,,1,85912842,85949301,lncRNA,
ENSGALG00010007113,,5,32272728,32293591,lncRNA,
ENSGALG00010007114,CKLF,11,11087139,11088883,protein_coding,CKLF
ENSGALG00010007115,,1,302853,433386,protein_coding,
ENSGALG00010007116,,5,32781975,32793574,lncRNA,
ENSGALG00010007117,,5,32722043,32945131,lncRNA,
ENSGALG00010007118,,2,54990561,54996164,protein_coding,
ENSGALG00010007119,,5,32822588,32968648,lncRNA,
ENSGALG00010007120,,3,49686001,49713862,lncRNA,
ENSGALG00010007121,,5,33020079,33030301,lncRNA,
ENSGALG00010007122,,1,86006383,86138138,lncRNA,
ENSGALG00010007123,,1,130434,335145,protein_coding,
ENSGALG00010007124,,5,33020079,33030268,lncRNA,
ENSGALG00010007125,,5,33036693,33044822,lncRNA,
ENSGALG00010007126,,1,137726,140009,protein_coding,
ENSGALG00010007127,,5,33075114,33224303,lncRNA,
ENSGALG00010007128,,3,49748710,49757681,lncRNA,
ENSGALG00010007129,,1,86230152,86304384,lncRNA,
ENSGALG00010007130,IRF2,4,39095321,39137191,protein_coding,IRF2
ENSGALG00010007131,,1,86630424,86672424,lncRNA,
ENSGALG00010007132,,5,33158133,33231448,lncRNA,
ENSGALG00010007133,BLVRA,2,51587114,51627789,protein_coding,BLVRA
ENSGALG00010007134,,3,49827229,49839412,lncRNA,
ENSGALG00010007135,TK2,11,11088940,11100466,protein_coding,TK2
ENSGALG00010007136,,5,33255203,33278181,lncRNA,
ENSGALG00010007137,,1,142613,146749,protein_coding,
ENSGALG00010007138,,5,33441528,33637320,lncRNA,
ENSGALG00010007139,,5,33441890,33445356,lncRNA,
ENSGALG00010007140,,1,86696097,86750326,lncRNA,
ENSGALG00010007141,PRKD3,3,33217823,33263342,protein_coding,PRKD3
ENSGALG00010007142,,3,49908145,49976160,lncRNA,
ENSGALG00010007143,CKMT2,Z,64473870,64495644,protein_coding,CKMT2
ENSGALG00010007144,,5,33457406,33519622,lncRNA,
ENSGALG00010007145,,2,51640248,51641683,protein_coding,
ENSGALG00010007146,,11,11102035,11105208,protein_coding,
ENSGALG00010007147,,5,33603517,33613584,lncRNA,
ENSGALG00010007148,,5,33618129,33636846,lncRNA,
ENSGALG00010007149,,1,86581637,86648258,lncRNA,
ENSGALG00010007150,,5,33986750,33998203,lncRNA,
ENSGALG00010007151,,1,87275380,87290637,lncRNA,
ENSGALG00010007152,,5,34091772,34103219,lncRNA,
ENSGALG00010007153,,1,87670776,87676138,lncRNA,
ENSGALG00010007154,,3,50040521,50127375,lncRNA,
ENSGALG00010007155,FOXL1,11,16993708,17000121,protein_coding,FOXL1
ENSGALG00010007156,,1,87845100,87856762,lncRNA,
ENSGALG00010007157,,5,34232446,34238119,lncRNA,
ENSGALG00010007158,,3,50104587,50177301,lncRNA,
ENSGALG00010007159,,5,34573983,34585141,lncRNA,
ENSGALG00010007160,,1,163071,167700,protein_coding,
ENSGALG00010007161,,1,87970732,87996232,lncRNA,
ENSGALG00010007162,,1,175317675,175370502,protein_coding,
ENSGALG00010007163,,3,50361358,50420877,lncRNA,
ENSGALG00010007164,,5,35250866,35373934,lncRNA,
ENSGALG00010007165,,1,219451,220975,protein_coding,
ENSGALG00010007166,RASGRF2,Z,64504807,64628065,protein_coding,RASGRF2
ENSGALG00010007167,,1,88084927,88147825,lncRNA,
ENSGALG00010007168,MINA,1,91509790,91535856,protein_coding,MINA
ENSGALG00010007169,QPCT,3,33268382,33282723,protein_coding,QPCT
ENSGALG00010007170,,3,50406240,50454426,lncRNA,
ENSGALG00010007171,,1,88183185,88215611,lncRNA,
ENSGALG00010007172,,1,178839754,178840068,protein_coding,
ENSGALG00010007173,,5,35537226,35561311,lncRNA,
ENSGALG00010007174,,3,45272181,45272317,snoRNA,
ENSGALG00010007175,FOXC2,11,16999556,17013206,protein_coding,FOXC2
ENSGALG00010007176,gga-mir-1734,3,45918023,45918106,miRNA,gga-mir-1734
ENSGALG00010007177,,1,88362581,88377975,lncRNA,
ENSGALG00010007178,,5,35694839,35700063,lncRNA,
ENSGALG00010007179,gga-mir-1767,3,42564132,42564190,miRNA,gga-mir-1767
ENSGALG00010007180,gga-mir-12261,3,42773577,42773637,miRNA,gga-mir-12261
ENSGALG00010007181,GJB2,1,178839787,178840464,protein_coding,GJB2
ENSGALG00010007182,,1,218643,251034,protein_coding,
ENSGALG00010007183,VOPP1,2,51648556,51747264,protein_coding,VOPP1
ENSGALG00010007184,VGLL3,1,93119193,93140380,protein_coding,VGLL3
ENSGALG00010007185,,1,93164976,93166744,protein_coding,
ENSGALG00010007186,,5,35986782,36004994,lncRNA,
ENSGALG00010007187,ENPP6,4,39146283,39186185,protein_coding,ENPP6
ENSGALG00010007188,MAB21L1,1,173020929,173027626,protein_coding,MAB21L1
ENSGALG00010007189,,1,88546908,88581696,lncRNA,
ENSGALG00010007190,,3,48958344,48989584,protein_coding,
ENSGALG00010007191,,1,172230860,172249222,lncRNA,
ENSGALG00010007192,,1,172314367,172317136,lncRNA,
ENSGALG00010007193,,5,36670747,36675394,lncRNA,
ENSGALG00010007194,,1,172563019,172566493,lncRNA,
ENSGALG00010007195,,1,172568061,172571196,lncRNA,
ENSGALG00010007196,,1,173348342,173358569,lncRNA,
ENSGALG00010007197,,5,36671721,36674097,lncRNA,
ENSGALG00010007198,,1,173363293,173366080,lncRNA,
ENSGALG00010007199,,1,173748947,173751532,lncRNA,
ENSGALG00010007200,,1,88951801,88981238,lncRNA,
ENSGALG00010007201,,3,49022313,49080975,protein_coding,
ENSGALG00010007202,,1,174755936,174757476,lncRNA,
ENSGALG00010007203,SLC30A6,3,33284207,33298920,protein_coding,SLC30A6
ENSGALG00010007204,LANCL2,2,51748595,51785440,protein_coding,LANCL2
ENSGALG00010007205,,5,36752200,36835837,lncRNA,
ENSGALG00010007206,,1,174872722,174885956,lncRNA,
ENSGALG00010007207,EPM2A,3,46169565,46209560,protein_coding,EPM2A
ENSGALG00010007208,,1,89048796,89231269,lncRNA,
ENSGALG00010007209,,1,175006234,175009834,lncRNA,
ENSGALG00010007210,,5,36754139,36810757,lncRNA,
ENSGALG00010007211,,1,175007166,175008397,lncRNA,
ENSGALG00010007212,,1,175030556,175036286,lncRNA,
ENSGALG00010007213,,2,52254531,52255940,protein_coding,
ENSGALG00010007214,MTHFSD,11,17013918,17030083,protein_coding,MTHFSD
ENSGALG00010007215,,1,175041872,175044706,lncRNA,
ENSGALG00010007216,,1,89989263,90019290,lncRNA,
ENSGALG00010007217,MSH3,Z,64658086,64775880,protein_coding,MSH3
ENSGALG00010007218,,1,175048696,175051331,lncRNA,
ENSGALG00010007219,,5,36951651,37068597,lncRNA,
ENSGALG00010007220,,1,90150535,90283711,lncRNA,
ENSGALG00010007221,,5,37498279,37506154,lncRNA,
ENSGALG00010007222,,5,37711082,37726498,lncRNA,
ENSGALG00010007223,FOXF1,11,17038797,17042565,protein_coding,FOXF1
ENSGALG00010007224,DHFR,Z,64775912,64792000,protein_coding,DHFR
ENSGALG00010007225,,1,89237424,89362614,lncRNA,
ENSGALG00010007226,PLG,3,45077981,45099256,protein_coding,PLG
ENSGALG00010007227,,1,89265827,89270096,lncRNA,
ENSGALG00010007228,,1,175125988,175156120,lncRNA,
ENSGALG00010007229,,1,89375576,89381560,lncRNA,
ENSGALG00010007230,,1,283928,323551,protein_coding,
ENSGALG00010007231,,1,175150887,175154842,lncRNA,
ENSGALG00010007232,,5,38307870,38372655,lncRNA,
ENSGALG00010007233,,1,175242593,175248052,lncRNA,
ENSGALG00010007234,,1,175245576,175254447,lncRNA,
ENSGALG00010007235,,1,175270615,175272533,lncRNA,
ENSGALG00010007236,,1,89626751,89640154,lncRNA,
ENSGALG00010007237,,1,89740059,89761633,lncRNA,
ENSGALG00010007238,,5,38466023,38519520,lncRNA,
ENSGALG00010007239,,1,175483298,175579479,lncRNA,
ENSGALG00010007240,,1,175586969,175594521,lncRNA,
ENSGALG00010007241,,1,89779301,89846480,lncRNA,
ENSGALG00010007242,,1,175907297,175911851,lncRNA,
ENSGALG00010007243,BEAN1,11,11107932,11148216,protein_coding,BEAN1
ENSGALG00010007244,,1,175950307,175951465,lncRNA,
ENSGALG00010007245,,5,38463330,38491873,lncRNA,
ENSGALG00010007246,,1,175951215,175952546,lncRNA,
ENSGALG00010007247,,1,176115404,176116877,lncRNA,
ENSGALG00010007248,,1,90730048,90802610,lncRNA,
ENSGALG00010007249,,1,176132929,176133935,lncRNA,
ENSGALG00010007250,,1,176259590,176262639,lncRNA,
ENSGALG00010007251,SPAST,3,33300516,33337675,protein_coding,SPAST
ENSGALG00010007252,NFATC1,2,56298228,56416034,protein_coding,NFATC1
ENSGALG00010007253,,5,38503943,38511743,lncRNA,
ENSGALG00010007254,gga-mir-7446,1,88766650,88766712,miRNA,gga-mir-7446
ENSGALG00010007255,gga-mir-1690,1,84085520,84085623,miRNA,gga-mir-1690
ENSGALG00010007256,,1,176334103,176339317,lncRNA,
ENSGALG00010007257,,1,176344839,176347525,lncRNA,
ENSGALG00010007258,,3,33337065,33337621,protein_coding,
ENSGALG00010007259,ANKRD34B,Z,64801557,64838118,protein_coding,ANKRD34B
ENSGALG00010007260,,1,176414640,176416394,lncRNA,
ENSGALG00010007261,,5,38507627,38523664,lncRNA,
ENSGALG00010007262,,1,176431955,176435103,lncRNA,
ENSGALG00010007263,,1,176445481,176453565,lncRNA,
ENSGALG00010007264,,1,176869804,176874471,lncRNA,
ENSGALG00010007265,CD200R1A,1,83694833,83716971,protein_coding,CD200R1A
ENSGALG00010007266,,1,176974059,176977679,lncRNA,
ENSGALG00010007267,,5,38528802,38534161,lncRNA,
ENSGALG00010007268,,5,38534258,38537930,lncRNA,
ENSGALG00010007269,,1,176995607,177001698,lncRNA,
ENSGALG00010007270,CDH5,11,11164878,11194081,protein_coding,CDH5
ENSGALG00010007271,CADM2,1,93495744,94145728,protein_coding,CADM2
ENSGALG00010007272,,5,38549593,38568975,lncRNA,
ENSGALG00010007273,,1,177434848,177450829,lncRNA,
ENSGALG00010007274,,1,177458496,177461867,lncRNA,
ENSGALG00010007275,DPY30,3,33340365,33345894,protein_coding,DPY30
ENSGALG00010007276,,1,177734641,177740085,lncRNA,
ENSGALG00010007277,FAM151B,Z,64823322,64838401,protein_coding,FAM151BL
ENSGALG00010007278,,5,38651009,38657524,lncRNA,
ENSGALG00010007279,,1,94036870,94037254,protein_coding,
ENSGALG00010007280,,1,177787775,177795020,lncRNA,
ENSGALG00010007281,,1,177880928,177952881,lncRNA,
ENSGALG00010007282,,1,177890609,177902494,lncRNA,
ENSGALG00010007283,STOX2,4,39189912,39314339,protein_coding,STOX2
ENSGALG00010007284,,Z,64841159,64870061,protein_coding,ZFYVE16
ENSGALG00010007285,,5,38966124,38972361,lncRNA,
ENSGALG00010007286,,1,177951648,177962550,lncRNA,
ENSGALG00010007287,,1,389282,409349,protein_coding,
ENSGALG00010007288,,1,178122237,178145605,lncRNA,
ENSGALG00010007289,,1,178132127,178195077,lncRNA,
ENSGALG00010007290,,1,178160725,178172388,lncRNA,
ENSGALG00010007291,,5,39022486,39029457,lncRNA,
ENSGALG00010007292,,5,39029808,39032630,lncRNA,
ENSGALG00010007293,,1,178191502,178206020,lncRNA,
ENSGALG00010007294,TRAPPC11,4,39325128,39350434,protein_coding,TRAPPC11
ENSGALG00010007295,,1,182804810,182808602,protein_coding,
ENSGALG00010007296,,1,178275297,178276636,lncRNA,
ENSGALG00010007297,,1,178493937,178517705,lncRNA,
ENSGALG00010007298,,5,40357376,40374351,lncRNA,
ENSGALG00010007299,,1,178572523,178575162,lncRNA,
ENSGALG00010007300,CCDC125,Z,64870371,64883149,protein_coding,CCDC125
ENSGALG00010007301,Vault,5,34688335,34688427,vault_RNA,Vault
ENSGALG00010007302,CDH11,11,11764734,11844190,protein_coding,CDH11
ENSGALG00010007303,U6,5,40722392,40722493,snRNA,U6
ENSGALG00010007304,F5,1,83863462,83901995,protein_coding,F5
ENSGALG00010007305,,1,178578800,178585250,lncRNA,
ENSGALG00010007306,U1,5,32227625,32227779,snRNA,U1
ENSGALG00010007307,,1,178689104,178689860,lncRNA,
ENSGALG00010007308,,5,38638747,38638791,miRNA,
ENSGALG00010007309,,1,182816846,182817921,protein_coding,
