Gene_stable_ID,Version (gene),Gene_name,Human_gene_stable_ID,Human_gene_name
ENSGALG00010007634,1,,,
ENSGALG00010007635,1,,,
ENSGALG00010007636,1,,,
ENSGALG00010007637,1,,,
ENSGALG00010007638,1,,,
ENSGALG00010007639,1,,,
ENSGALG00010007640,1,TMEM123,ENSG00000152558,TMEM123
ENSGALG00010007641,1,,,
ENSGALG00010007642,1,ZNF318,ENSG00000171467,ZNF318
ENSGALG00010007643,1,COTL1,ENSG00000103187,COTL1
ENSGALG00010007644,1,,,
ENSGALG00010007645,1,,,
ENSGALG00010007646,1,,,
ENSGALG00010007647,1,,,
ENSGALG00010007648,1,,,
ENSGALG00010007649,1,,,
ENSGALG00010007650,1,KLHL36,ENSG00000135686,KLHL36
ENSGALG00010007651,1,CTNNAL1,ENSG00000119326,CTNNAL1
ENSGALG00010007652,1,,,
ENSGALG00010007653,1,,,
ENSGALG00010007654,1,HTR1F,ENSG00000179097,HTR1F
ENSGALG00010007655,1,SLC9A3,ENSG00000066230,SLC9A3
ENSGALG00010007656,1,,,
ENSGALG00010007657,1,,,
ENSGALG00010007658,1,BIRC2,ENSG00000023445,BIRC3
ENSGALG00010007658,1,BIRC2,ENSG00000110330,BIRC2
ENSGALG00010007659,1,,,
ENSGALG00010007660,1,FAM98A,ENSG00000119812,FAM98A
ENSGALG00010007660,1,FAM98A,ENSG00000130244,FAM98C
ENSGALG00010007661,1,POU1F1,ENSG00000064835,POU1F1
ENSGALG00010007662,1,,,
ENSGALG00010007663,1,ARFIP1,ENSG00000164144,ARFIP1
ENSGALG00010007664,1,,,
ENSGALG00010007665,1,,,
ENSGALG00010007666,1,,,
ENSGALG00010007667,1,,,
ENSGALG00010007668,1,,,
ENSGALG00010007669,1,,,
ENSGALG00010007670,1,,,
ENSGALG00010007671,1,FAM206A,ENSG00000119328,ABITRAM
ENSGALG00010007672,1,,,
ENSGALG00010007673,1,FHDC1,ENSG00000137460,FHDC1
ENSGALG00010007674,1,,,
ENSGALG00010007675,1,,,
ENSGALG00010007676,1,,,
ENSGALG00010007677,1,,,
ENSGALG00010007678,1,CDH8,ENSG00000150394,CDH8
ENSGALG00010007679,1,TMEM135,ENSG00000166575,TMEM135
ENSGALG00010007680,1,CHMP2B,ENSG00000083937,CHMP2B
ENSGALG00010007681,1,,,
ENSGALG00010007682,1,,,
ENSGALG00010007683,1,,,
ENSGALG00010007684,1,,,
ENSGALG00010007685,1,,,
ENSGALG00010007686,1,,,
ENSGALG00010007687,1,,,
ENSGALG00010007688,1,,,
ENSGALG00010007689,1,,,
ENSGALG00010007690,1,,,
ENSGALG00010007691,1,,,
ENSGALG00010007692,1,,,
ENSGALG00010007693,1,,,
ENSGALG00010007694,1,,,
ENSGALG00010007695,1,RASGRP3,ENSG00000152689,RASGRP3
ENSGALG00010007696,1,,,
ENSGALG00010007697,1,,,
ENSGALG00010007698,1,ADAMTS18,ENSG00000140873,ADAMTS18
ENSGALG00010007699,1,SLC39A6,ENSG00000141424,SLC39A6
ENSGALG00010007700,1,,,
ENSGALG00010007701,1,,,
ENSGALG00010007702,1,,,
ENSGALG00010007703,1,,,
ENSGALG00010007704,1,,,
ENSGALG00010007705,1,,,
ENSGALG00010007706,1,,,
ENSGALG00010007707,1,LIPI,,
ENSGALG00010007708,1,,,
ENSGALG00010007709,1,,,
ENSGALG00010007710,1,,,
ENSGALG00010007711,1,,,
ENSGALG00010007712,1,,,
ENSGALG00010007713,1,SCLT1,ENSG00000151466,SCLT1
ENSGALG00010007714,1,,,
ENSGALG00010007715,1,,,
ENSGALG00010007716,1,,,
ENSGALG00010007717,1,GALR1,,
ENSGALG00010007718,1,,,
ENSGALG00010007719,1,LTBP1,ENSG00000049323,LTBP1
ENSGALG00010007720,1,,,
ENSGALG00010007721,1,,,
ENSGALG00010007722,1,,,
ENSGALG00010007723,1,,,
ENSGALG00010007724,1,RBM11,ENSG00000185272,RBM11
ENSGALG00010007725,1,,,
ENSGALG00010007726,1,,,
ENSGALG00010007727,1,,,
ENSGALG00010007728,1,gga-mir-7479-1,,
ENSGALG00010007729,1,,,
ENSGALG00010007730,1,COG2,ENSG00000135775,COG2
ENSGALG00010007731,1,C4orf33,ENSG00000151470,C4orf33
ENSGALG00010007732,1,gga-mir-7479-1,,
ENSGALG00010007733,1,gga-mir-7479-1,,
ENSGALG00010007734,1,,,
ENSGALG00010007735,1,,,
ENSGALG00010007736,1,,,
ENSGALG00010007737,1,gga-mir-7479-1,,
ENSGALG00010007738,1,,,
ENSGALG00010007739,1,,,
ENSGALG00010007740,1,gga-mir-7479-1,,
ENSGALG00010007741,1,ABCC13,,
ENSGALG00010007742,1,gga-mir-7479-1,,
ENSGALG00010007743,1,gga-mir-7479-1,,
ENSGALG00010007744,1,gga-mir-7479-1,,
ENSGALG00010007745,1,gga-mir-7479-1,,
ENSGALG00010007746,1,gga-mir-7479-1,,
ENSGALG00010007747,1,,,
ENSGALG00010007748,1,CSGALNACT1,ENSG00000147408,CSGALNACT1
ENSGALG00010007749,1,gga-mir-7440,,
ENSGALG00010007750,1,gga-mir-1452,,
ENSGALG00010007751,1,HSPA13,ENSG00000155304,HSPA13
ENSGALG00010007752,1,gga-mir-7437,,
ENSGALG00010007753,1,PRSS23,ENSG00000150687,PRSS23
ENSGALG00010007754,1,gga-mir-9-2,ENSG00000284447,MIR9-2
ENSGALG00010007755,1,gga-mir-1756a,,
ENSGALG00010007756,1,,,
ENSGALG00010007757,1,gga-mir-1459,,
ENSGALG00010007758,1,DEK,ENSG00000124795,DEK
ENSGALG00010007759,1,AGT,ENSG00000135744,AGT
ENSGALG00010007760,1,,,
ENSGALG00010007761,1,,ENSG00000165097,KDM1B
ENSGALG00010007762,1,SH2D4A,ENSG00000104611,SH2D4A
ENSGALG00010007763,1,FZD4,ENSG00000174804,FZD4
ENSGALG00010007764,1,,,
ENSGALG00010007765,1,NUDT7,ENSG00000140876,NUDT7
ENSGALG00010007766,1,KDM1B,ENSG00000165097,KDM1B
ENSGALG00010007767,1,VAT1L,ENSG00000171724,VAT1L
ENSGALG00010007768,1,,,
ENSGALG00010007769,1,,,
ENSGALG00010007770,1,HRC8L,ENSG00000101353,MROH8
ENSGALG00010007771,1,CAPN9,ENSG00000135773,CAPN9
ENSGALG00010007772,1,CLEC3A,ENSG00000166509,CLEC3A
ENSGALG00010007773,1,,,
ENSGALG00010007774,1,,ENSG00000101353,MROH8
ENSGALG00010007775,1,,,
ENSGALG00010007776,1,,,
ENSGALG00010007777,1,KIF13A,ENSG00000137177,KIF13A
ENSGALG00010007778,1,,,
ENSGALG00010007779,1,,,
ENSGALG00010007780,1,SIRT5,ENSG00000124523,SIRT5
ENSGALG00010007781,1,MBP,ENSG00000197971,MBP
ENSGALG00010007782,1,,,
ENSGALG00010007783,1,NOL7,ENSG00000225921,NOL7
ENSGALG00010007784,1,INTS10,ENSG00000104613,INTS10
ENSGALG00010007785,1,,,
ENSGALG00010007786,1,SAMSN1,ENSG00000155307,SAMSN1
ENSGALG00010007787,1,C1orf198,ENSG00000119280,C1orf198
ENSGALG00010007788,1,PALM2AKAP2,,
ENSGALG00010007789,1,WWOX,ENSG00000186153,WWOX
ENSGALG00010007790,1,,,
ENSGALG00010007791,1,,,
ENSGALG00010007792,1,,,
ENSGALG00010007793,1,,ENSG00000169953,HSFY2
ENSGALG00010007793,1,,ENSG00000172468,HSFY1
ENSGALG00010007794,1,,,
ENSGALG00010007795,1,ZNF236,ENSG00000130856,ZNF236
ENSGALG00010007796,1,MCUR1,ENSG00000050393,MCUR1
ENSGALG00010007797,1,,,
ENSGALG00010007798,1,HGSNAT,ENSG00000165102,HGSNAT
ENSGALG00010007799,1,,,
ENSGALG00010007800,1,MAF,ENSG00000178573,MAF
ENSGALG00010007801,1,TTC13,ENSG00000143643,TTC13
ENSGALG00010007802,1,,ENSG00000167098,SUN5
ENSGALG00010007803,1,ME3,ENSG00000151376,ME3
ENSGALG00010007804,1,,,
ENSGALG00010007805,1,,ENSG00000167098,SUN5
ENSGALG00010007806,1,DYNLRB2,ENSG00000168589,DYNLRB2
ENSGALG00010007807,1,,,
ENSGALG00010007808,1,,,
ENSGALG00010007809,1,ARV1,ENSG00000173409,ARV1
ENSGALG00010007810,1,,,
ENSGALG00010007811,1,PRCP,ENSG00000137509,PRCP
ENSGALG00010007812,1,POMK,ENSG00000185900,POMK
ENSGALG00010007813,1,U2,,
ENSGALG00010007814,1,U2,,
ENSGALG00010007815,1,,ENSG00000167098,SUN5
ENSGALG00010007816,1,U2,,
ENSGALG00010007817,1,CDYL2,ENSG00000166446,CDYL2
ENSGALG00010007818,1,,,
ENSGALG00010007819,1,NRIP1,ENSG00000180530,NRIP1
ENSGALG00010007820,1,U2,,
ENSGALG00010007821,1,FAM89A,ENSG00000182118,FAM89A
ENSGALG00010007822,1,U2,,
ENSGALG00010007823,1,U2,,
ENSGALG00010007824,1,U2,,
ENSGALG00010007825,1,U2,,
ENSGALG00010007826,1,,ENSG00000167098,SUN5
ENSGALG00010007827,1,U2,,
ENSGALG00010007828,1,gga-mir-96,ENSG00000199158,MIR96
ENSGALG00010007829,1,gga-mir-29b-1,ENSG00000283797,MIR29B1
ENSGALG00010007830,1,SMIM19,ENSG00000176209,SMIM19
ENSGALG00010007831,1,gga-mir-1604,,
ENSGALG00010007832,1,gga-mir-1626,,
ENSGALG00010007833,1,gga-mir-205b,,
ENSGALG00010007834,1,gga-mir-29a,ENSG00000284032,MIR29A
ENSGALG00010007835,1,GUCY1A3,ENSG00000164116,GUCY1A1
ENSGALG00010007836,1,gga-mir-1651,,
ENSGALG00010007837,1,gga-mir-1596,,
ENSGALG00010007838,1,gga-mir-183,ENSG00000207691,MIR183
ENSGALG00010007839,1,gga-mir-6708,,
ENSGALG00010007840,1,gga-mir-182,,
ENSGALG00010007841,1,TRIM67,ENSG00000119283,TRIM67
ENSGALG00010007842,1,gga-mir-12207,,
ENSGALG00010007843,1,gga-mir-1460,,
ENSGALG00010007844,1,gga-mir-6659,,
ENSGALG00010007845,1,TFAP2B,ENSG00000008196,TFAP2B
ENSGALG00010007846,1,DDIAS,,
ENSGALG00010007847,1,CMC2,ENSG00000103121,CMC2
ENSGALG00010007848,1,TFAP2D,ENSG00000008197,TFAP2D
ENSGALG00010007849,1,TSTD1,ENSG00000154639,CXADR
ENSGALG00010007850,1,,ENSG00000198879,SFMBT2
ENSGALG00010007851,1,AvBD7,,
ENSGALG00010007852,1,SLC20A2,ENSG00000168575,SLC20A2
ENSGALG00010007853,1,C1orf131,ENSG00000143633,FSAF1
ENSGALG00010007854,1,FAM181B,ENSG00000182103,FAM181B
ENSGALG00010007855,1,RNF182,ENSG00000180537,RNF182
ENSGALG00010007856,1,PDCD2,ENSG00000071994,PDCD2
ENSGALG00010007857,1,,,
ENSGALG00010007858,1,VSTM2A,ENSG00000170419,VSTM2A
ENSGALG00010007859,1,CENPN,ENSG00000166451,CENPN
ENSGALG00010007860,1,DEFB4A,,
ENSGALG00010007861,1,INTU,ENSG00000164066,INTU
ENSGALG00010007862,1,ATMIN,ENSG00000166454,ATMIN
ENSGALG00010007863,1,AvBD1,,
ENSGALG00010007864,1,TYR,ENSG00000077498,TYR
ENSGALG00010007865,1,GABRR3,ENSG00000183185,GABRR3
ENSGALG00010007866,1,TBP,ENSG00000112592,TBP
ENSGALG00010007867,1,ZNF516,ENSG00000101493,ZNF516
ENSGALG00010007868,1,INHBA,ENSG00000122641,INHBA
ENSGALG00010007869,1,GCSH,ENSG00000140905,GCSH
ENSGALG00010007870,1,AvBD3,,
ENSGALG00010007871,1,HSPA4L,ENSG00000164070,HSPA4L
ENSGALG00010007872,1,KLHL2,ENSG00000109466,KLHL2
ENSGALG00010007873,1,,,
ENSGALG00010007874,1,,,
ENSGALG00010007875,1,AvBD4,,
ENSGALG00010007876,1,PKD1L2,ENSG00000166473,PKD1L2
ENSGALG00010007877,1,MSMO1,ENSG00000052802,MSMO1
ENSGALG00010007878,1,PSMB1,ENSG00000008018,PSMB1
ENSGALG00010007879,1,PLK4,ENSG00000142731,PLK4
ENSGALG00010007880,1,BCO1,ENSG00000135697,BCO1
ENSGALG00010007881,1,AvBD14,,
ENSGALG00010007882,1,CPE,ENSG00000109472,CPE
ENSGALG00010007883,1,DHTKD1,ENSG00000181192,DHTKD1
ENSGALG00010007884,1,GLI3,ENSG00000106571,GLI3
ENSGALG00010007885,1,USP38,ENSG00000170185,USP38
ENSGALG00010007886,1,GRM5,ENSG00000168959,GRM5
ENSGALG00010007887,1,CDT1,ENSG00000167513,CDT1
ENSGALG00010007888,1,MIOX,ENSG00000100253,MIOX
ENSGALG00010007889,1,DCAF6,ENSG00000143164,DCAF6
ENSGALG00010007890,1,TRAM2,ENSG00000275591,XKR5
ENSGALG00010007891,1,GDI1,ENSG00000057608,GDI2
ENSGALG00010007892,1,,ENSG00000010318,PHF7
ENSGALG00010007893,1,MFSD8,ENSG00000164073,MFSD8
ENSGALG00010007894,1,CD88,,
ENSGALG00010007895,1,GOLGB1,ENSG00000173230,GOLGB1
ENSGALG00010007896,1,TIMMDC1,ENSG00000113845,TIMMDC1
ENSGALG00010007897,1,EFHC1,ENSG00000096093,EFHC1
ENSGALG00010007898,1,GAB1,ENSG00000109458,GAB1
ENSGALG00010007899,1,APRT,ENSG00000198931,APRT
ENSGALG00010007900,1,FHOD3,ENSG00000134775,FHOD3
ENSGALG00010007901,1,FSTL5,ENSG00000168843,FSTL5
ENSGALG00010007902,1,C7orf25,ENSG00000136197,C7orf25
ENSGALG00010007903,1,PSMA2,ENSG00000106588,PSMA2
ENSGALG00010007904,1,,ENSG00000106588,PSMA2
ENSGALG00010007905,1,MRPL32,ENSG00000106591,MRPL32
ENSGALG00010007906,1,NAF1,ENSG00000145414,NAF1
ENSGALG00010007907,1,IRX2,ENSG00000170561,IRX2
ENSGALG00010007908,1,IRX1,ENSG00000170549,IRX1
ENSGALG00010007909,1,GALNS,ENSG00000141012,GALNS
ENSGALG00010007910,1,ANKS6,ENSG00000165138,ANKS6
ENSGALG00010007911,1,IFI6,,
ENSGALG00010007912,1,TRAPPC2L,ENSG00000167515,TRAPPC2L
ENSGALG00010007913,1,PABPN1L,ENSG00000205022,PABPN1L
ENSGALG00010007914,1,PAQR8,ENSG00000170915,PAQR8
ENSGALG00010007915,1,HECW1,ENSG00000002746,HECW1
ENSGALG00010007916,1,MCM3,ENSG00000112118,MCM3
ENSGALG00010007917,1,POGLUT1,ENSG00000163389,POGLUT1
ENSGALG00010007918,1,NPY1R,ENSG00000164128,NPY1R
ENSGALG00010007919,1,IL17F,ENSG00000112116,IL17F
ENSGALG00010007920,1,FAT3,ENSG00000165323,FAT3
ENSGALG00010007921,1,FAM120B,ENSG00000112584,FAM120B
ENSGALG00010007922,1,IL17A,ENSG00000112116,IL17F
ENSGALG00010007923,1,YAP1,ENSG00000137693,YAP1
ENSGALG00010007924,1,ABHD18,ENSG00000164074,ABHD18
ENSGALG00010007925,1,STK17A,ENSG00000164543,STK17A
ENSGALG00010007926,1,EIF3E,ENSG00000104408,EIF3E
ENSGALG00010007927,1,DLL1,ENSG00000198719,DLL1
ENSGALG00010007928,1,C11orf70,ENSG00000137691,CFAP300
ENSGALG00010007929,1,LRRC14B,ENSG00000185028,LRRC14B
ENSGALG00010007930,1,CBFA2T3,ENSG00000129993,CBFA2T3
ENSGALG00010007931,1,GBE1,ENSG00000114480,GBE1
ENSGALG00010007932,1,NPY5R,ENSG00000164129,NPY5R
ENSGALG00010007933,1,CEP126,ENSG00000110318,CEP126
ENSGALG00010007934,1,PKHD1,ENSG00000170927,PKHD1
ENSGALG00010007935,1,LARP1B,ENSG00000138709,LARP1B
ENSGALG00010007936,1,COL15A1,,
ENSGALG00010007937,1,ANGPTL5,ENSG00000187151,ANGPTL5
ENSGALG00010007938,1,BCL9,ENSG00000116128,BCL9
ENSGALG00010007939,1,,,
ENSGALG00010007940,1,GLIPR2,ENSG00000122694,GLIPR2
ENSGALG00010007941,1,MRPL19,ENSG00000115364,MRPL19
ENSGALG00010007942,1,PGRMC2,ENSG00000164040,PGRMC2
ENSGALG00010007943,1,BLOC1S4,ENSG00000186222,BLOC1S4
ENSGALG00010007944,1,ACSF3,ENSG00000176715,ACSF3
ENSGALG00010007945,1,,ENSG00000178184,PARD6G
ENSGALG00010007946,1,,ENSG00000162836,ACP6
ENSGALG00010007947,1,LYPD2,ENSG00000277494,GPIHBP1
ENSGALG00010007948,1,GDF7,,
ENSGALG00010007949,1,,ENSG00000010318,PHF7
ENSGALG00010007950,1,ARC,ENSG00000198576,ARC
ENSGALG00010007951,1,TGFBR1,ENSG00000106799,TGFBR1
ENSGALG00010007952,1,EMC2,ENSG00000104412,EMC2
ENSGALG00010007953,1,SCGN,ENSG00000079689,SCGN
ENSGALG00010007954,1,GPIHBP1,ENSG00000167653,PSCA
ENSGALG00010007955,1,TMA16,ENSG00000198498,TMA16
ENSGALG00010007956,1,HS1BP3,ENSG00000118960,HS1BP3
ENSGALG00010007957,1,CDH15,ENSG00000129910,CDH15
ENSGALG00010007958,1,,,
ENSGALG00010007959,1,,ENSG00000010318,PHF7
ENSGALG00010007960,1,TSNAX,ENSG00000116918,TSNAX
ENSGALG00010007961,1,,ENSG00000010318,PHF7
ENSGALG00010007962,1,ADCY8,ENSG00000155897,ADCY8
ENSGALG00010007963,1,LDAH,ENSG00000118961,LDAH
ENSGALG00010007964,1,RECQL4,ENSG00000160957,RECQL4
ENSGALG00010007965,1,EGLN1,ENSG00000135766,EGLN1
ENSGALG00010007966,1,TMEM74,ENSG00000164841,TMEM74
ENSGALG00010007967,1,,ENSG00000010318,PHF7
ENSGALG00010007968,1,SLC22A31,ENSG00000259803,SLC22A31
ENSGALG00010007969,1,,,
ENSGALG00010007970,1,SPRTN,ENSG00000010072,SPRTN
ENSGALG00010007971,1,,ENSG00000010318,PHF7
ENSGALG00010007972,1,EXOC8,ENSG00000116903,EXOC8
ENSGALG00010007973,1,CARMIL1,ENSG00000079691,CARMIL1
ENSGALG00010007974,1,,ENSG00000010318,PHF7
ENSGALG00010007975,1,ANKRD11,ENSG00000167522,ANKRD11
ENSGALG00010007976,1,,,
ENSGALG00010007977,1,APOB,ENSG00000084674,APOB
ENSGALG00010007978,1,JADE1,ENSG00000077684,JADE1
ENSGALG00010007979,1,RAB30,ENSG00000137502,RAB30
ENSGALG00010007980,1,MARCHF1,ENSG00000145416,MARCHF1
ENSGALG00010007981,1,TDRD15,ENSG00000218819,TDRD15
ENSGALG00010007982,1,RECK,ENSG00000122707,RECK
ENSGALG00010007983,1,RCHY1,ENSG00000163743,RCHY1
ENSGALG00010007984,1,EIF3H,ENSG00000147677,EIF3H
ENSGALG00010007985,1,APELA,,
ENSGALG00010007986,1,MYC,ENSG00000136997,MYC
ENSGALG00010007987,1,,ENSG00000169116,PARM1
ENSGALG00010007988,1,TARBP1,ENSG00000059588,TARBP1
ENSGALG00010007989,1,SPG7,ENSG00000197912,SPG7
ENSGALG00010007990,1,TRHR,ENSG00000174417,TRHR
ENSGALG00010007991,1,PCF11,ENSG00000165494,PCF11
ENSGALG00010007992,1,LAPTM4A,ENSG00000068697,LAPTM4A
ENSGALG00010007993,1,LRRC14,ENSG00000160959,LRRC14
ENSGALG00010007994,1,FAM65B,ENSG00000111913,RIPOR2
ENSGALG00010007995,1,KIAA0319,ENSG00000137261,KIAA0319
ENSGALG00010007996,1,NUDCD1,ENSG00000120526,NUDCD1
ENSGALG00010007997,1,TMEM192,ENSG00000170088,TMEM192
ENSGALG00010007998,1,RPL13,ENSG00000167526,RPL13
ENSGALG00010007999,1,SDC1,ENSG00000115884,SDC1
ENSGALG00010008000,1,C2H8orf82,ENSG00000213563,C8orf82
ENSGALG00010008001,1,ALDH5A1,ENSG00000112294,ALDH5A1
ENSGALG00010008002,1,GJA8,ENSG00000121634,GJA8
ENSGALG00010008003,1,,,
ENSGALG00010008004,1,ENY2,ENSG00000120533,ENY2
ENSGALG00010008005,1,ANKRD42,ENSG00000137494,ANKRD42
ENSGALG00010008006,1,CPNE7,ENSG00000178773,CPNE7
ENSGALG00010008007,1,CBR4,ENSG00000145439,CBR4
ENSGALG00010008008,1,BTC,ENSG00000174808,BTC
ENSGALG00010008009,1,GPLD1,ENSG00000112293,GPLD1
ENSGALG00010008010,1,CERK,ENSG00000100422,CERK
ENSGALG00010008011,1,ADNP2,ENSG00000101544,ADNP2
ENSGALG00010008012,1,CCDC90B,ENSG00000137500,CCDC90B
ENSGALG00010008013,1,,ENSG00000197165,SULT1A2
ENSGALG00010008013,1,,ENSG00000196502,SULT1A1
ENSGALG00010008013,1,,ENSG00000261052,SULT1A3
ENSGALG00010008013,1,,ENSG00000213648,SULT1A4
ENSGALG00010008014,1,,,
ENSGALG00010008015,1,ARHGAP39,ENSG00000147799,ARHGAP39
ENSGALG00010008016,1,GSR,ENSG00000104687,GSR
ENSGALG00010008017,1,GMNN,ENSG00000112312,GMNN
ENSGALG00010008018,1,,,
ENSGALG00010008019,1,PPP2CB,ENSG00000104695,PPP2CB
ENSGALG00010008020,1,COA6,ENSG00000168275,COA6
ENSGALG00010008021,1,,,
ENSGALG00010008022,1,SLC35F3,ENSG00000183780,SLC35F3
ENSGALG00010008023,1,ATAD2,ENSG00000156802,ATAD2
ENSGALG00010008024,1,MRS2,ENSG00000124532,MRS2
ENSGALG00010008025,1,TBC1D22A,ENSG00000054611,TBC1D22A
ENSGALG00010008026,1,PURG,ENSG00000172733,PURG
ENSGALG00010008027,1,C6orf62,ENSG00000112308,C6orf62
ENSGALG00010008028,1,KCNK7,ENSG00000135750,KCNK1
ENSGALG00010008029,1,LY6E,ENSG00000160932,LY6E
ENSGALG00010008030,1,GJA5,ENSG00000265107,GJA5
ENSGALG00010008031,1,MLK4,ENSG00000143674,MAP3K21
ENSGALG00010008032,1,PUM2,ENSG00000055917,PUM2
ENSGALG00010008033,1,ACOT13,ENSG00000112304,ACOT13
ENSGALG00010008034,1,DPEP1,ENSG00000015413,DPEP1
ENSGALG00010008035,1,TDP2,ENSG00000111802,TDP2
ENSGALG00010008036,1,SPOCK3,ENSG00000196104,SPOCK3
ENSGALG00010008037,1,LY6CLEL,,
ENSGALG00010008038,1,WRN,ENSG00000165392,WRN
ENSGALG00010008039,1,CHMP1A,ENSG00000131165,CHMP1A
ENSGALG00010008040,1,,,
ENSGALG00010008041,1,,,
ENSGALG00010008042,1,,,
ENSGALG00010008043,1,IL17REL,ENSG00000188263,IL17REL
ENSGALG00010008044,1,,,
ENSGALG00010008045,1,DCDC2,ENSG00000146038,DCDC2
ENSGALG00010008046,1,RHOB,ENSG00000143878,RHOB
ENSGALG00010008047,1,ASAP1,ENSG00000153317,ASAP1
ENSGALG00010008048,1,LY6EL,ENSG00000160932,LY6E
ENSGALG00010008049,1,ANXA10,ENSG00000109511,ANXA10
ENSGALG00010008050,1,CDK10,ENSG00000185324,CDK10
ENSGALG00010008051,1,ZNF830,ENSG00000198783,ZNF830
ENSGALG00010008052,1,RBFA,ENSG00000101546,RBFA
ENSGALG00010008053,1,,,
ENSGALG00010008054,1,CRISP2,ENSG00000096006,CRISP3
ENSGALG00010008055,1,MLC1,ENSG00000100427,MLC1
ENSGALG00010008056,1,GTF2E2,ENSG00000197265,GTF2E2
ENSGALG00010008057,1,BAG1,ENSG00000107262,BAG1
ENSGALG00010008058,1,USP25,ENSG00000155313,USP25
ENSGALG00010008059,1,,,
ENSGALG00010008060,1,,,
ENSGALG00010008061,1,CRISP2,ENSG00000124490,CRISP2
ENSGALG00010008062,1,VPS9D1,ENSG00000075399,VPS9D1
ENSGALG00010008063,1,KCNV1,ENSG00000164794,KCNV1
ENSGALG00010008064,1,DDX60,ENSG00000137628,DDX60
ENSGALG00010008065,1,CHMP5,ENSG00000086065,CHMP5
ENSGALG00010008066,1,PCNX2,ENSG00000135749,PCNX2
ENSGALG00010008067,1,MPC2,ENSG00000143158,MPC2
ENSGALG00010008068,1,,,
ENSGALG00010008069,1,DLG2,ENSG00000150672,DLG2
ENSGALG00010008070,1,,ENSG00000143199,ADCY10
ENSGALG00010008071,1,SMIM18,ENSG00000253457,SMIM18
ENSGALG00010008072,1,NRSN1,ENSG00000152954,NRSN1
ENSGALG00010008073,1,ZNF276,ENSG00000158805,ZNF276
ENSGALG00010008074,1,RHAG,ENSG00000112077,RHAG
ENSGALG00010008075,1,SDHA,ENSG00000073578,SDHA
ENSGALG00010008076,1,SIIL,,
ENSGALG00010008077,1,,ENSG00000143199,ADCY10
ENSGALG00010008078,1,GUCY1B3,ENSG00000061918,GUCY1B1
ENSGALG00010008079,1,CCDC127,ENSG00000164366,CCDC127
ENSGALG00010008080,1,,ENSG00000143199,ADCY10
ENSGALG00010008081,1,TOP1MT,ENSG00000184428,TOP1MT
ENSGALG00010008082,1,PRL,ENSG00000172179,PRL
ENSGALG00010008083,1,FANCA,ENSG00000187741,FANCA
ENSGALG00010008084,1,CYP2AC1,,
ENSGALG00010008085,1,,ENSG00000143199,ADCY10
ENSGALG00010008086,1,RHPN1,ENSG00000158106,RHPN1
ENSGALG00010008087,1,CPNE8,ENSG00000139117,CPNE8
ENSGALG00010008088,1,SLC35A4,ENSG00000176087,SLC35A4
ENSGALG00010008089,1,,ENSG00000143199,ADCY10
ENSGALG00010008090,1,SLC6A18,ENSG00000164363,SLC6A18
ENSGALG00010008091,1,,,
ENSGALG00010008092,1,SPIRE2,ENSG00000204991,SPIRE2
ENSGALG00010008093,1,EFR3A,ENSG00000132294,EFR3A
ENSGALG00010008094,1,PIM3,ENSG00000198355,PIM3
ENSGALG00010008095,1,,,
ENSGALG00010008096,1,CPSF1,ENSG00000071894,CPSF1
ENSGALG00010008097,1,,,
ENSGALG00010008098,1,TMEM126A,ENSG00000171202,TMEM126A
ENSGALG00010008098,1,TMEM126A,ENSG00000171204,TMEM126B
ENSGALG00010008099,1,PANK3,ENSG00000120137,PANK3
ENSGALG00010008100,1,,,
ENSGALG00010008101,1,CENPQ,ENSG00000031691,CENPQ
ENSGALG00010008102,1,CCDC89,ENSG00000179071,CCDC89
ENSGALG00010008103,1,RBPMS,ENSG00000157110,RBPMS
ENSGALG00010008104,1,TCF25,ENSG00000141002,TCF25
ENSGALG00010008105,1,MUT,ENSG00000146085,MMUT
ENSGALG00010008106,1,,,
ENSGALG00010008107,1,TUBB3,ENSG00000258947,TUBB3
ENSGALG00010008108,1,ADCK5,ENSG00000173137,ADCK5
ENSGALG00010008109,1,OPN5L2,,
ENSGALG00010008110,1,DEF8,ENSG00000140995,DEF8
ENSGALG00010008111,1,SYTL2,ENSG00000137501,SYTL2
ENSGALG00010008112,1,,,
ENSGALG00010008113,1,DBNDD1,ENSG00000003249,DBNDD1
ENSGALG00010008114,1,,,
ENSGALG00010008115,1,,ENSG00000160948,VPS28
ENSGALG00010008116,1,URAH,ENSG00000183463,URAD
ENSGALG00010008117,1,,,
ENSGALG00010008118,1,,,
ENSGALG00010008119,1,CCDC83,ENSG00000150676,CCDC83
ENSGALG00010008120,1,CDC5L,ENSG00000096401,CDC5L
ENSGALG00010008121,1,MPZL1,ENSG00000197965,MPZL1
ENSGALG00010008122,1,,ENSG00000143199,ADCY10
ENSGALG00010008123,1,,,
ENSGALG00010008124,1,,,
ENSGALG00010008125,1,,,
ENSGALG00010008126,1,CDH3,ENSG00000039068,CDH1
ENSGALG00010008127,1,TBC1D2,ENSG00000095383,TBC1D2
ENSGALG00010008128,1,RARS,ENSG00000113643,RARS1
ENSGALG00010008129,1,TMCO7,ENSG00000103047,TANGO6
ENSGALG00010008130,1,RCSD1,ENSG00000198771,RCSD1
ENSGALG00010008131,1,OC90,ENSG00000253117,OC90
ENSGALG00010008132,1,TDO2,ENSG00000151790,TDO2
